"filename", "language", "JavaScript", "CSS", "HTML", "JSON", "comment", "blank", "total"
"/Users/kamrantailor/Documents/Programing/pumpkinPie/routes/messages/createChat.js", "JavaScript", 28, 0, 0, 0, 0, 8, 36
"/Users/kamrantailor/Documents/Programing/pumpkinPie/routes/spotify/actionChange.js", "JavaScript", 30, 0, 0, 0, 1, 6, 37
"/Users/kamrantailor/Documents/Programing/pumpkinPie/routes/spotify/getSpotifyData.js", "JavaScript", 53, 0, 0, 0, 5, 14, 72
"/Users/kamrantailor/Documents/Programing/pumpkinPie/routes/spotify/internalCallback.js", "JavaScript", 65, 0, 0, 0, 3, 15, 83
"/Users/kamrantailor/Documents/Programing/pumpkinPie/routes/spotify/login.js", "JavaScript", 34, 0, 0, 0, 1, 10, 45
"/Users/kamrantailor/Documents/Programing/pumpkinPie/routes/spotify/refreshToken.js", "JavaScript", 56, 0, 0, 0, 1, 9, 66
"/Users/kamrantailor/Documents/Programing/pumpkinPie/routes/test.js", "JavaScript", 12, 0, 0, 0, 0, 4, 16
"/Users/kamrantailor/Documents/Programing/pumpkinPie/routes/tubeTime/getStatus.js", "JavaScript", 19, 0, 0, 0, 0, 3, 22
"/Users/kamrantailor/Documents/Programing/pumpkinPie/routes/user/changePassword.js", "JavaScript", 38, 0, 0, 0, 8, 12, 58
"/Users/kamrantailor/Documents/Programing/pumpkinPie/routes/user/editUser.js", "JavaScript", 39, 0, 0, 0, 1, 9, 49
"/Users/kamrantailor/Documents/Programing/pumpkinPie/routes/user/logout.js", "JavaScript", 10, 0, 0, 0, 0, 4, 14
"/Users/kamrantailor/Documents/Programing/pumpkinPie/routes/user/unlinkSpotify.js", "JavaScript", 29, 0, 0, 0, 0, 9, 38
"/Users/kamrantailor/Documents/Programing/pumpkinPie/sockets/flights.js", "JavaScript", 26, 0, 0, 0, 6, 9, 41
"/Users/kamrantailor/Documents/Programing/pumpkinPie/sockets/main.js", "JavaScript", 36, 0, 0, 0, 8, 9, 53
"/Users/kamrantailor/Documents/Programing/pumpkinPie/sockets/spotifySockets.js", "JavaScript", 40, 0, 0, 0, 4, 6, 50
"Total", "-", 5188, 3407, 1792, 19790, 397, 1811, 32385
